City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,tazovsky,67.4667,78.7,66.27,71,10,1.59,RU,1690425760
272,hilo,19.7297,-155.09,87.28,83,75,9.22,US,1690425760
273,colonia menno,-22.3667,-59.8167,63.48,82,98,7.52,PY,1690425761
274,loen,7.7601,168.2307,82.45,78,100,8.79,MH,1690425761
275,kapuskasing,49.4169,-82.4331,66.29,94,75,2.3,CA,1690425742
276,sabang,5.8933,95.3214,82.83,76,100,18.66,ID,1690425761
277,klyuchi,52.2667,79.1667,71.47,43,100,3.76,RU,1690425761
278,metlili chaamba,32.2667,3.6333,90.54,16,0,0.0,DZ,1690425761
279,andergrove,-21.0833,149.1833,74.64,65,63,14.79,AU,1690425704
280,arinos,-15.9169,-46.1056,66.83,42,9,0.89,BR,1690425762
281,jaguaquara,-13.5306,-39.9708,59.63,99,67,3.09,BR,1690425762
282,okhotsk,59.3833,143.3,64.67,80,92,3.47,RU,1690425762
283,taro,-8.3862,115.28,73.4,57,41,5.14,ID,1690425762
284,chifeng,42.2683,118.9636,89.56,43,26,12.01,CN,1690425762
285,oshkosh,44.0247,-88.5426,80.98,83,40,0.0,US,1690425484
286,santa rosalia,27.3167,-112.2833,90.07,43,3,1.03,MX,1690425762
287,peace river,56.2501,-117.286,64.71,82,100,6.91,CA,1690425521
288,walvis bay,-22.9575,14.5053,51.1,93,0,11.5,NA,1690425748
289,bratsk,56.1325,101.6142,66.69,69,27,3.87,RU,1690425765
290,carbonear,47.7332,-53.2148,66.74,87,77,10.47,CA,1690425765
291,port isabel,26.0734,-97.2086,85.05,78,0,11.5,US,1690425765
292,la ronge,55.1001,-105.2842,53.85,87,100,14.97,CA,1690425765
293,mezhdurechenskiy,59.6,65.9333,67.48,69,34,6.17,RU,1690425765
294,dalandzadgad,43.5708,104.425,81.84,28,8,8.61,MN,1690425765
295,horta,38.5333,-28.6333,73.02,96,59,5.01,PT,1690425728
296,kourou,5.1552,-52.6478,77.05,86,81,6.31,GF,1690425766
297,katsuura,35.1333,140.3,84.29,70,45,8.9,JP,1690425686
298,zelenogorskiy,55.0333,87.0,72.55,56,46,2.75,RU,1690425766
299,bovalino,38.149,16.174,78.69,62,9,10.49,IT,1690425766
300,kodinsk,58.6881,99.1844,77.09,53,16,4.68,RU,1690425766
301,hadibu,12.65,54.0333,77.18,79,70,26.15,YE,1690425720
302,broken hill,-31.95,141.4333,67.8,31,9,20.27,AU,1690425766
303,smara,26.7384,-11.6719,66.29,81,0,13.94,EH,1690425766
304,bandon,51.7469,-8.7425,60.39,98,100,9.91,IE,1690425766
305,morehead city,34.7229,-76.726,86.0,82,0,5.75,US,1690425767
306,lulea,65.5842,22.1547,59.07,94,75,3.44,SE,1690425767
307,vilyuchinsk,52.9306,158.4028,73.67,81,98,7.36,RU,1690425767
308,la'ie,21.6477,-157.9253,87.76,76,15,16.64,US,1690425767
309,strelka,58.0728,93.0344,72.57,64,69,4.36,RU,1690425767
310,biga,40.2281,27.2422,84.06,37,99,5.91,TR,1690425767
311,san luis de la loma,17.2706,-100.8939,81.54,82,63,6.67,MX,1690425767
312,gerze,41.8036,35.2011,77.76,52,0,9.37,TR,1690425767
313,newman,37.3138,-121.0208,98.94,47,0,5.01,US,1690425768
314,cabedelo,-6.9811,-34.8339,75.87,87,55,10.38,BR,1690425602
315,gorontalo,0.5412,123.0595,86.83,62,77,10.94,ID,1690425768
316,punta cana,18.5818,-68.4043,74.97,94,75,0.0,DO,1690425720
317,taco pozo,-25.6167,-63.2833,56.19,57,100,4.5,AR,1690425768
318,lhokseumawe,5.1801,97.1507,85.26,67,99,4.12,ID,1690425768
319,hamilton,39.1834,-84.5333,84.06,73,0,16.11,US,1690425507
320,sydney mines,46.2367,-60.2177,70.79,87,20,4.61,CA,1690425768
321,yueyang,29.3333,113.0919,89.74,67,45,8.03,CN,1690425768
322,al kharijah,25.4514,30.5464,87.22,20,100,6.11,EG,1690425677
323,inarajan village,13.2736,144.7484,81.57,90,100,7.99,GU,1690425769
324,petropavlovsk-kamchatsky,53.0452,158.6483,72.19,64,20,13.42,RU,1690425769
325,toliara,-23.35,43.6667,62.58,55,0,15.48,MG,1690425721
326,ormara,25.2088,64.6357,83.12,87,100,11.01,PK,1690425769
327,enewetak,11.3474,162.3373,83.34,77,100,12.95,MH,1690425769
328,lerwick,60.1545,-1.1494,50.0,87,0,1.97,GB,1690425769
329,nizhnesortymskiy,62.4397,71.7603,62.51,91,99,6.6,RU,1690425769
330,broome,42.2506,-75.833,77.45,73,0,7.0,US,1690425769
331,coquimbo,-29.9533,-71.3436,55.13,87,0,4.61,CL,1690425770
332,sisimiut,66.9395,-53.6735,39.81,91,49,7.78,GL,1690425770
333,christchurch,-43.5333,172.6333,52.92,61,40,13.8,NZ,1690425608
334,mahibadhoo,3.7833,72.9667,82.85,77,23,6.91,MV,1690425770
335,hirara,24.8,125.2833,88.07,79,75,26.46,JP,1690425770
336,carqueiranne,43.0953,6.073,72.5,40,20,4.61,FR,1690425770
337,shevchenkove,49.6959,37.1735,65.14,75,18,8.19,UA,1690425770
338,mpika,-11.8343,31.4529,47.95,77,4,5.08,ZM,1690425770
339,colonia,50.9333,6.95,62.96,69,0,8.05,DE,1690425770
340,okayama,34.6617,133.935,94.73,66,75,3.44,JP,1690425771
341,makokou,0.5738,12.8642,69.42,96,79,2.8,GA,1690425771
342,vernon,50.2581,-119.2691,77.36,29,2,3.44,CA,1690425484
343,worland,44.0169,-107.9554,84.65,29,0,9.22,US,1690425771
344,bambanglipuro,-7.95,110.2833,79.18,63,89,10.65,ID,1690425771
345,paradip garh,20.3167,86.6167,85.93,77,40,19.91,IN,1690425771
346,kanniyakumari,8.0833,77.5667,81.1,74,79,16.64,IN,1690425771
347,jamestown,42.097,-79.2353,71.19,97,100,8.05,US,1690425501
348,kurduvadi,18.0833,75.4333,72.81,95,100,11.95,IN,1690425771
349,papao,-17.75,-149.55,76.68,79,37,4.18,PF,1690425772
350,formosa do rio preto,-11.0483,-45.1931,66.72,49,34,2.1,BR,1690425772
351,praia da vitoria,38.7333,-27.0667,72.75,88,20,6.73,PT,1690425772
352,port douglas,-16.4833,145.4667,74.25,68,44,15.52,AU,1690425772
353,agat village,13.3886,144.6585,81.54,89,0,9.22,GU,1690425772
354,takab,36.4009,47.1133,67.78,49,0,3.76,IR,1690425772
355,port blair,11.6667,92.75,84.24,84,40,11.5,IN,1690425711
356,hasaki,35.7333,140.8333,101.3,72,14,11.3,JP,1690425559
357,arkadak,51.9326,43.4978,69.93,65,91,6.96,RU,1690425772
358,rawson,-43.3002,-65.1023,40.19,67,76,4.79,AR,1690425772
359,ulladulla,-35.35,150.4667,69.13,30,0,6.26,AU,1690425772
360,guerrero negro,27.9769,-114.0611,70.11,80,2,12.1,MX,1690425772
361,rengo,-34.4167,-70.8667,50.68,66,100,1.7,CL,1690425773
362,dwarka,22.2394,68.9678,82.53,82,100,18.16,IN,1690425773
363,agapovka,53.2973,59.1348,67.21,66,44,6.04,RU,1690425773
364,tabou,4.423,-7.3528,75.85,90,99,8.14,CI,1690425773
365,eraan,9.0629,117.7016,87.1,64,87,13.49,PH,1690425773
366,plettenberg bay,-34.0527,23.3716,52.99,82,10,5.23,ZA,1690425773
367,luquillo,18.3725,-65.7166,84.15,83,40,4.61,PR,1690425773
368,khanty-mansiysk,61.0042,69.0019,62.71,88,0,7.0,RU,1690425773
369,gamba,-2.65,10.0,69.19,96,60,4.88,GA,1690425773
370,mahuta,-10.8667,39.45,61.21,92,100,0.96,TZ,1690425773
371,talghar,43.3044,77.2328,78.85,30,75,6.71,KZ,1690425773
372,geraldton,-28.7667,114.6,59.41,82,100,4.61,AU,1690425696
373,ventspils,57.3894,21.5606,49.93,100,20,0.0,LV,1690425774
374,progreso,21.2833,-89.6667,84.31,84,87,12.75,MX,1690425774
375,mawu,29.5923,107.3139,75.07,93,100,1.1,CN,1690425774
376,noosa heads,-26.3833,153.15,70.11,59,98,11.83,AU,1690425774
377,la passe,45.5549,-0.8967,65.98,94,18,6.67,FR,1690425774
378,namtsy,62.7161,129.6658,74.91,37,77,6.53,RU,1690425774
379,atamyrat,37.8357,65.2106,94.98,13,0,11.86,TM,1690425774
380,misratah,32.3754,15.0925,81.34,69,0,13.49,LY,1690425774
381,east london,-33.0153,27.9116,63.75,70,98,8.48,ZA,1690425767
382,tambo,-14.8,-73.9167,33.51,24,0,2.33,PE,1690425775
383,porto novo,6.4965,2.6036,78.62,94,97,5.06,BJ,1690425775
384,khandyga,62.6667,135.6,72.99,28,0,11.43,RU,1690425775
385,kemijarvi,66.7131,27.4306,54.54,91,98,1.19,FI,1690425775
386,saguenay,48.4168,-71.0657,73.51,73,100,6.91,CA,1690425775
387,zapala,-38.8992,-70.0544,38.05,62,100,3.27,AR,1690425775
388,zhanaozen,43.3,52.8,75.88,55,0,9.75,KZ,1690425775
389,san antonio de pale,-1.4014,5.6325,73.11,90,100,11.36,GQ,1690425738
390,port alfred,-33.5906,26.891,61.03,86,66,16.71,ZA,1690425776
391,badger,64.8,-147.5333,85.51,52,75,1.01,US,1690425694
392,mochudi,-24.4167,26.15,46.99,71,1,5.44,BW,1690425776
393,antofagasta,-23.65,-70.4,63.68,86,63,4.9,CL,1690425591
394,yaren,-0.5472,166.916,83.95,76,46,9.84,NR,1690425776
395,juan griego,11.0817,-63.9655,69.93,100,97,11.5,VE,1690425776
396,plastun,44.7561,136.2939,86.65,47,5,4.68,RU,1690425776
397,labuan bajo,-8.4964,119.8877,83.26,55,13,5.77,ID,1690425776
398,alaghsas,17.0187,8.0168,87.96,39,85,10.63,NE,1690425777
399,debica,50.0515,21.4114,53.94,92,99,6.8,PL,1690425777
400,chapaev,50.2,51.1667,79.83,43,12,7.58,KZ,1690425777
401,paoua,7.2427,16.4406,67.39,92,100,3.15,CF,1690425777
402,mukalla,14.5425,49.1242,84.24,66,55,2.35,YE,1690425777
403,monrovia,6.3005,-10.7969,76.77,89,76,4.52,LR,1690425777
404,altai,46.3722,96.2583,71.31,21,67,1.5,MN,1690425777
405,susuman,62.7833,148.1667,48.92,82,100,6.13,RU,1690425777
406,tazacorte,28.629,-17.9293,72.57,78,40,12.66,ES,1690425778
407,lubuklinggau,-3.3,102.8667,84.99,61,48,2.64,ID,1690425778
408,norilsk,69.3535,88.2027,79.43,47,72,5.14,RU,1690425778
409,wildwood,38.5828,-90.6629,88.75,71,0,6.91,US,1690425778
410,bikenibeu village,1.3673,173.1241,87.76,70,40,6.91,KI,1690425778
411,itoman,26.1247,127.6694,86.02,82,75,16.11,JP,1690425778
412,aripuana,-9.1667,-60.6333,73.92,55,14,0.69,BR,1690425521
413,padang,-0.9492,100.3543,82.45,65,91,2.42,ID,1690425778
414,honggang,46.4667,124.8667,84.94,67,98,19.24,CN,1690425778
415,holma,9.9008,13.0567,73.11,72,94,1.66,NG,1690425778
416,islamkot,24.6997,70.177,84.88,74,96,14.65,PK,1690425778
417,teluk nibung,3.001,99.8164,83.84,76,98,2.01,ID,1690425779
418,kolonia,50.9333,6.95,62.96,69,0,8.05,DE,1690425770
419,kavaratti,10.5669,72.642,82.63,73,100,13.49,IN,1690425779
420,grafton,42.207,-71.6856,75.51,83,0,9.22,US,1690425779
421,selkirk,50.1436,-96.8845,84.27,86,60,7.99,CA,1690425709
422,lycksele,64.5954,18.6735,53.47,94,75,0.0,SE,1690425779
423,khilok,51.3674,110.4676,57.29,98,100,5.68,RU,1690425779
424,tenno,39.9,139.9667,87.01,79,12,11.56,JP,1690425779
425,dauphin,51.1494,-100.0502,77.14,50,0,12.66,CA,1690425587
426,afif,23.9065,42.9172,81.27,19,26,9.73,SA,1690425779
427,flying fish cove,-10.4217,105.6791,76.68,88,75,12.66,CX,1690425780
428,egilsstadir,65.2653,-14.3948,42.71,93,75,12.66,IS,1690425701
429,pathein,16.7833,94.7333,86.34,71,39,12.19,MM,1690425780
430,karaton,-6.3424,106.1045,83.23,68,70,3.69,ID,1690425780
431,aasiaat,68.7098,-52.8699,35.91,96,31,6.29,GL,1690425780
432,mo i rana,66.3128,14.1428,58.32,90,100,0.0,NO,1690425780
433,rio grande,-32.035,-52.0986,53.94,88,1,13.73,BR,1690425699
434,luwuk,-0.9516,122.7875,82.98,72,65,7.7,ID,1690425780
435,envira,-7.3,-70.2167,74.14,59,25,2.26,BR,1690425780
436,grinnell,41.743,-92.7224,82.38,87,0,3.44,US,1690425742
437,ulsteinvik,62.3432,5.8487,60.91,93,98,1.99,NO,1690425781
438,mata-utu,-13.2816,-176.1745,80.17,76,99,16.15,WF,1690425781
439,aginskoye,51.1,114.53,62.1,84,100,10.31,RU,1690425781
440,pisco,-13.7,-76.2167,64.45,82,0,12.66,PE,1690425726
441,owando,-0.4819,15.8999,77.32,72,100,3.13,CG,1690425781
442,qamdo,31.1667,97.2333,49.08,58,99,4.92,CN,1690425750
443,kununurra,-15.7667,128.7333,80.58,29,7,5.75,AU,1690425698
444,dhanot,29.5799,71.7521,85.89,74,93,4.27,PK,1690425781
445,fortaleza,-3.7227,-38.5247,81.21,78,0,11.5,BR,1690425740
446,qui nhon,13.7667,109.2333,89.42,60,68,12.84,VN,1690425781
447,sihanoukville,10.6093,103.5296,85.95,79,40,14.97,KH,1690425690
448,dudinka,69.4058,86.1778,79.63,57,66,5.14,RU,1690425688
449,oriximina,-1.7656,-55.8661,81.23,61,45,2.82,BR,1690425782
450,eastham,41.8301,-69.9739,75.97,79,46,5.01,US,1690425782
451,ozimek,50.6794,18.2137,51.37,81,50,5.01,PL,1690425782
452,ebon,4.582,168.6964,82.54,72,62,3.13,MH,1690425782
453,sal rei,16.1833,-22.9167,77.05,84,77,11.32,CV,1690425782
454,castillos,-34.1667,-53.8333,48.63,82,0,13.35,UY,1690425782
455,tual,-5.6667,132.75,78.69,82,47,21.12,ID,1690425783
456,tromso,69.6496,18.957,53.38,87,75,9.22,NO,1690425783
457,greymouth,-42.4667,171.2,49.73,62,69,2.13,NZ,1690425783
458,kendari,-3.945,122.4989,85.03,61,25,2.98,ID,1690425783
459,monzon,41.9108,0.1941,69.22,64,0,4.43,ES,1690425783
460,taksimo,56.3444,114.8794,80.01,50,67,2.8,RU,1690425783
461,sarangani,5.4033,125.4636,82.87,77,100,11.52,PH,1690425783
462,essaouira,31.5125,-9.77,69.3,87,0,6.91,MA,1690425783
463,kipushi,-11.7667,27.2333,52.5,65,4,4.81,CD,1690425783
464,cozumel,20.5083,-86.9458,86.07,87,40,5.99,MX,1690425784
465,saint-philippe,-21.3585,55.7679,65.79,82,59,11.27,RE,1690425784
466,bulanik,39.0929,42.2703,67.62,58,0,2.37,TR,1690425784
467,alice springs,-23.7,133.8833,76.55,41,75,14.97,AU,1690425784
468,roma,43.2128,-75.4557,77.83,71,0,6.91,US,1690425784
469,carutapera,-1.195,-46.02,76.55,88,47,5.88,BR,1690425784
470,cockburn town,21.4612,-71.1419,83.14,83,69,22.1,TC,1690425784
471,mahina,-17.5065,-149.489,76.77,88,75,2.3,PF,1690425784
472,harper,4.375,-7.7169,75.92,89,99,8.61,LR,1690425784
473,bairnsdale,-37.8333,147.6167,64.6,28,0,3.22,AU,1690425785
474,arkalyk,50.2486,66.9114,68.7,65,52,9.15,KZ,1690425785
475,cove,7.221,2.3402,72.81,98,63,4.34,BJ,1690425785
476,susanville,40.4163,-120.653,85.84,16,0,9.22,US,1690425664
477,el calafate,-50.3408,-72.2768,25.48,71,100,1.59,AR,1690425785
478,magadan,59.5667,150.8,61.54,98,100,6.31,RU,1690425785
479,san julian,21.0167,-102.1667,59.54,84,99,5.23,MX,1690425785
480,fort frances,48.5999,-93.4003,79.02,69,0,0.0,CA,1690425785
481,sosnovoborsk,56.1325,93.3589,73.6,57,15,4.36,RU,1690425785
482,luau,-10.7073,22.2247,58.44,40,82,2.06,AO,1690425786
483,viborg,56.4532,9.402,54.66,83,98,10.31,DK,1690425786
484,florence,43.7667,11.25,67.3,92,0,1.14,IT,1690425767
485,baganga,7.5739,126.56,85.84,69,99,5.46,PH,1690425786
486,neuburg an der donau,48.7333,11.1833,51.82,93,40,3.44,DE,1690425786
487,bardai,11.65,7.2333,72.88,84,98,9.17,NG,1690425786
488,armacao de buzios,-22.7469,-41.8817,69.85,90,41,17.31,BR,1690425786
489,guajara,-2.9667,-57.6667,76.78,59,1,2.15,BR,1690425786
490,mawlamyinegyunn,16.3833,95.2667,86.45,72,60,12.57,MM,1690425786
491,weno,7.4515,151.8468,83.19,74,24,7.38,FM,1690425787
492,howard springs,-12.497,131.047,84.11,27,100,3.94,AU,1690425787
493,ixtapa,20.7,-105.2,83.23,83,75,9.22,MX,1690425788
494,puerto lempira,15.2667,-83.7667,79.66,81,87,6.69,HN,1690425788
495,fukuecho,32.6881,128.8419,86.36,79,40,9.22,JP,1690425788
496,puerto colombia,10.9878,-74.9547,82.49,88,97,7.96,CO,1690425788
497,masterton,-40.9597,175.6575,53.89,84,95,9.42,NZ,1690425707
498,ust'-kut,56.7938,105.7672,74.97,58,97,5.82,RU,1690425788
499,khorixas,-20.3667,14.9667,57.42,40,21,2.21,NA,1690425788
500,berdigestyakh,62.0989,126.6992,74.39,44,100,3.49,RU,1690425788
501,antsiranana,-12.2787,49.2917,71.19,75,0,17.58,MG,1690425788
502,al mijlad,11.0333,27.7333,73.98,82,100,11.16,SD,1690425789
503,mwinilunga,-11.7358,24.4293,53.83,51,67,4.99,ZM,1690425789
504,yelets,52.6237,38.5017,67.73,80,25,6.51,RU,1690425789
505,sao joao da barra,-21.6403,-41.0511,71.31,86,99,15.59,BR,1690425725
506,forst,51.7333,14.6333,54.86,89,48,7.63,DE,1690425789
507,shalqar,47.8333,59.6,82.13,35,4,8.52,KZ,1690425789
508,neem ka thana,27.7333,75.8,84.65,70,87,6.08,IN,1690425789
509,bodaybo,57.8506,114.1933,82.13,53,5,2.37,RU,1690425789
510,bata,1.8639,9.7658,75.9,90,98,7.85,GQ,1690425790
511,cheremushki,52.8356,91.3944,75.6,47,90,2.3,RU,1690425790
512,meadow lake,34.8014,-106.5436,92.68,42,69,18.41,US,1690425790
513,argo,37.6333,22.7333,84.78,58,0,5.03,GR,1690425664
514,ghat,24.9647,10.1728,85.55,12,1,1.41,LY,1690425790
515,maues,-3.3836,-57.7186,76.98,59,13,1.54,BR,1690425790
516,yen vinh,18.6667,105.6667,93.6,51,100,4.09,VN,1690425790
517,burgersdorp,-30.9977,26.3286,46.35,94,8,5.88,ZA,1690425790
518,aljezur,37.3191,-8.8033,63.39,93,79,12.21,PT,1690425791
519,phu ly,20.5411,105.9139,93.79,52,89,1.23,VN,1690425791
520,sandwip,22.4678,91.4561,84.24,85,97,20.02,BD,1690425791
521,posto fiscal rolim de moura,-13.0833,-62.2667,74.52,48,17,0.4,BR,1690425791
522,tamanrasset,22.785,5.5228,84.11,10,0,12.66,DZ,1690425791
523,kayangel,8.0823,134.7173,79.93,84,100,24.99,PW,1690425791
524,villa canas,-34.0057,-61.6076,46.92,10,100,4.54,AR,1690425791
525,aksaray,38.3726,34.0254,68.88,24,0,3.02,TR,1690425791
526,goondiwindi,-28.55,150.3167,68.29,38,0,5.7,AU,1690425791
527,al hayy,32.1735,46.0433,96.62,12,1,9.89,IQ,1690425792
528,talcahuano,-36.7167,-73.1167,46.08,100,47,0.0,CL,1690425792
529,cururupu,-1.8283,-44.8683,75.06,89,28,4.25,BR,1690425792
530,mompos,9.2419,-74.4267,76.21,90,100,1.43,CO,1690425792
531,molde,62.7375,7.1591,60.71,94,100,2.3,NO,1690425792
532,choyr,46.3611,108.3611,73.42,37,2,7.76,MN,1690425792
533,kushiro,42.975,144.3747,85.15,70,40,6.91,JP,1690425792
534,raduzhny,62.0961,77.475,67.75,74,41,7.11,RU,1690425792
535,barguzin,53.6167,109.6167,61.25,94,100,6.22,RU,1690425792
536,vila velha,-20.3297,-40.2925,69.94,89,40,2.3,BR,1690425793
537,bela,25.9333,81.9833,93.52,51,83,12.03,IN,1690425793
538,hassi messaoud,31.6804,6.0729,91.26,38,0,4.61,DZ,1690425793
539,tobruk,32.0836,23.9764,80.98,81,0,11.27,LY,1690425793
540,ta`u,-14.2336,-169.5144,78.19,73,91,11.86,AS,1690425793
541,korsakov,46.6328,142.7813,82.24,65,92,13.49,RU,1690425793
542,faranah,10.0404,-10.7434,70.38,99,100,5.41,GN,1690425793
543,amahai,-3.3333,128.9167,84.0,79,44,10.11,ID,1690425793
544,ingeniero guillermo n. juarez,-23.9,-61.85,62.44,65,100,3.62,AR,1690425794
545,askoy,60.4092,5.226,59.02,49,75,2.3,NO,1690425794
